polypeptide_id,attr_type,value,value2
P23975,go_classifier,process,neuron cellular homeostasis
P23975,go_classifier,process,neurotransmitter transport
P23975,go_classifier,process,norepinephrine uptake
P23975,go_classifier,process,response to xenobiotic stimulus
P23975,go_classifier,process,sodium ion transmembrane transport
P35348,synonym,ADRA1C,
P35348,synonym,Alpha-1A adrenoceptor,
P35348,synonym,Alpha-1A adrenoreceptor,
P35348,synonym,Alpha-1C adrenergic receptor,
P35348,synonym,Alpha-adrenergic receptor 1c,
P35348,pfam,PF00001,7tm_1
P35348,go_classifier,component,caveola
P35348,go_classifier,component,cytoplasm
P35348,go_classifier,component,intracellular membrane-bounded organelle
P35348,go_classifier,component,nucleoplasm
P35348,go_classifier,process,adult heart development
P35348,go_classifier,process,cell growth involved in cardiac muscle cell development
P35348,go_classifier,process,G protein-coupled receptor signaling pathway
P35348,go_classifier,process,MAPK cascade
P35348,go_classifier,process,negative regulation of autophagy
P35348,go_classifier,process,negative regulation of cell population proliferation
P35348,go_classifier,process,negative regulation of heart rate involved in baroreceptor response to increased systemic arterial blood pressure
P35348,go_classifier,process,neuron-glial cell signaling
P35348,go_classifier,process,phospholipase C-activating adrenergic receptor signaling pathway
P35348,go_classifier,process,phospholipase C-activating G protein-coupled receptor signaling pathway
P35348,go_classifier,process,pilomotor reflex
P35348,go_classifier,process,positive regulation of cardiac muscle hypertrophy
P35348,go_classifier,process,positive regulation of heart rate by epinephrine-norepinephrine
P35348,go_classifier,process,positive regulation of the force of heart contraction by epinephrine-norepinephrine
P35348,go_classifier,process,response to xenobiotic stimulus
P35368,synonym,Alpha-1B adrenoceptor,
P35368,synonym,Alpha-1B adrenoreceptor,
P35368,pfam,PF00001,7tm_1
P35368,go_classifier,component,caveola
P35368,go_classifier,component,cytoplasm
P35368,go_classifier,process,adenylate cyclase-modulating G protein-coupled receptor signaling pathway
P35368,go_classifier,process,G protein-coupled receptor signaling pathway
P35368,go_classifier,process,neuron-glial cell signaling
P35368,go_classifier,process,phospholipase C-activating G protein-coupled receptor signaling pathway
P35368,go_classifier,process,regulation of vasoconstriction
P25100,synonym,ADRA1A,
P25100,synonym,Alpha-1A adrenergic receptor,
P25100,synonym,Alpha-1D adrenoceptor,
P25100,synonym,Alpha-1D adrenoreceptor,
P25100,synonym,Alpha-adrenergic receptor 1a,
P25100,pfam,PF00001,7tm_1
P25100,go_classifier,function,identical protein binding
P25100,go_classifier,process,adenylate cyclase-modulating G protein-coupled receptor signaling pathway
P25100,go_classifier,process,G protein-coupled receptor signaling pathway
P25100,go_classifier,process,neuron-glial cell signaling
P25100,go_classifier,process,phospholipase C-activating G protein-coupled receptor signaling pathway
P25100,go_classifier,process,positive regulation of cell population proliferation
P25100,go_classifier,process,positive regulation of MAPK cascade
P08913,synonym,ADRA2R,
P08913,synonym,ADRAR,
P08913,synonym,Alpha-2 adrenergic receptor subtype C10,
P08913,synonym,Alpha-2A adrenoceptor,
P08913,synonym,Alpha-2A adrenoreceptor,
P08913,synonym,Alpha-2AAR,
P08913,pfam,PF00001,7tm_1
P08913,go_classifier,component,axon terminus
P08913,go_classifier,component,dopaminergic synapse
P08913,go_classifier,component,GABA-ergic synapse
P08913,go_classifier,component,glutamatergic synapse
P08913,go_classifier,component,neuronal cell body
P08913,go_classifier,component,postsynaptic density membrane
P08913,go_classifier,component,presynaptic active zone membrane
P08913,go_classifier,function,guanyl-nucleotide exchange factor activity
P08913,go_classifier,process,adenylate cyclase-activating adrenergic receptor signaling pathway
P08913,go_classifier,process,adenylate cyclase-activating G protein-coupled receptor signaling pathway
P08913,go_classifier,process,adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway
P08913,go_classifier,process,adrenergic receptor signaling pathway
P08913,go_classifier,process,G protein-coupled receptor signaling pathway
P08913,go_classifier,process,positive regulation of cell population proliferation
P08913,go_classifier,process,positive regulation of epidermal growth factor receptor signaling pathway
P08913,go_classifier,process,positive regulation of MAPK cascade
P08913,go_classifier,process,presynaptic modulation of chemical synaptic transmission
P08913,go_classifier,process,response to alcohol
P08913,go_classifier,process,response to morphine
P08913,go_classifier,process,vasodilation
P18089,synonym,ADRA2L1,
P18089,synonym,ADRA2RL1,
P18089,synonym,Alpha-2 adrenergic receptor subtype C2,
P18089,synonym,Alpha-2B adrenoceptor,
P18089,synonym,Alpha-2B adrenoreceptor,
P18089,synonym,Alpha-2BAR,
P18089,pfam,PF00001,7tm_1
P18089,go_classifier,component,cell surface
P18089,go_classifier,component,cytosol
P18089,go_classifier,component,intracellular membrane-bounded organelle
P18089,go_classifier,process,adrenergic receptor signaling pathway
P18089,go_classifier,process,female pregnancy
P18089,go_classifier,process,G protein-coupled receptor signaling pathway
P18089,go_classifier,process,positive regulation of blood pressure
P18089,go_classifier,process,positive regulation of MAPK cascade
P18089,go_classifier,process,positive regulation of uterine smooth muscle contraction
P18089,go_classifier,process,regulation of vascular associated smooth muscle contraction
P18825,synonym,ADRA2L2,
P18825,synonym,ADRA2RL2,
P18825,synonym,Alpha-2 adrenergic receptor subtype C4,
P18825,synonym,Alpha-2C adrenoceptor,
P18825,synonym,Alpha-2C adrenoreceptor,
P18825,synonym,Alpha-2CAR,
P18825,pfam,PF00001,7tm_1
P18825,go_classifier,function,guanyl-nucleotide exchange factor activity
P18825,go_classifier,process,adrenergic receptor signaling pathway
P18825,go_classifier,process,G protein-coupled receptor signaling pathway
P18825,go_classifier,process,negative regulation of insulin secretion
P18825,go_classifier,process,positive regulation of MAPK cascade
P18825,go_classifier,process,regulation of smooth muscle contraction
P18825,go_classifier,process,regulation of vasoconstriction
P13945,synonym,ADRB3R,
P13945,synonym,B3AR,
P13945,synonym,Beta-3 adrenoceptor,
P13945,synonym,Beta-3 adrenoreceptor,
P13945,pfam,PF00001,7tm_1
P13945,go_classifier,function,beta-3 adrenergic receptor binding
P13945,go_classifier,process,adenylate cyclase-modulating G protein-coupled receptor signaling pathway
P13945,go_classifier,process,"G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger"
P13945,go_classifier,process,norepinephrine-epinephrine-mediated vasodilation involved in regulation of systemic arterial blood pressure
P13945,go_classifier,process,positive regulation of cold-induced thermogenesis
P14416,synonym,Dopamine D2 receptor,
P14416,pfam,PF00001,7tm_1
P14416,go_classifier,component,cilium
P14416,go_classifier,component,dopaminergic synapse
P14416,go_classifier,component,G protein-coupled receptor complex
P14416,go_classifier,component,GABA-ergic synapse
P14416,go_classifier,component,glutamatergic synapse
P14416,go_classifier,component,Golgi membrane
P14416,go_classifier,component,non-motile cilium
P14416,go_classifier,component,postsynaptic membrane
P14416,go_classifier,component,presynaptic membrane
P14416,go_classifier,component,synapse
P14416,go_classifier,function,G protein-coupled receptor activity
P14416,go_classifier,function,G-protein alpha-subunit binding
P14416,go_classifier,function,heterocyclic compound binding
P14416,go_classifier,function,heterotrimeric G-protein binding
P14416,go_classifier,function,ionotropic glutamate receptor binding
P14416,go_classifier,process,acid secretion
P14416,go_classifier,process,arachidonate secretion
P14416,go_classifier,process,autophagy
P14416,go_classifier,process,cellular response to ethanol
P14416,go_classifier,process,cellular response to retinoic acid
P14416,go_classifier,process,dopamine uptake involved in synaptic transmission
P14416,go_classifier,process,drinking behavior
P14416,go_classifier,process,epithelial cell proliferation
P14416,go_classifier,process,excitatory postsynaptic potential
P14416,go_classifier,process,G protein-coupled receptor internalization
P14416,go_classifier,process,hyaloid vascular plexus regression
P14416,go_classifier,process,intracellular calcium ion homeostasis
P14416,go_classifier,process,negative regulation of cell population proliferation
P14416,go_classifier,process,negative regulation of cellular response to hypoxia
P14416,go_classifier,process,negative regulation of epithelial cell proliferation
P14416,go_classifier,process,negative regulation of neuron migration
P14416,go_classifier,process,negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction
P14416,go_classifier,process,nervous system process involved in regulation of systemic arterial blood pressure
P14416,go_classifier,process,neuroblast proliferation
P14416,go_classifier,process,phosphatidylinositol 3-kinase/protein kinase B signal transduction
P14416,go_classifier,process,phospholipase C-activating G protein-coupled receptor signaling pathway
P14416,go_classifier,process,positive regulation of G protein-coupled receptor signaling pathway
P14416,go_classifier,process,positive regulation of glial cell-derived neurotrophic factor production
P14416,go_classifier,process,positive regulation of transcription by RNA polymerase II
P14416,go_classifier,process,postsynaptic modulation of chemical synaptic transmission
P14416,go_classifier,process,presynaptic modulation of chemical synaptic transmission
P14416,go_classifier,process,response to estradiol
P14416,go_classifier,process,response to xenobiotic stimulus
P32239,synonym,CCK-B receptor,
P32239,synonym,CCK-BR,
P32239,synonym,CCK2-R,
P32239,synonym,CCKRB,
P32239,synonym,Cholecystokinin-2 receptor,
P32239,pfam,PF00001,7tm_1
P32239,go_classifier,component,intracellular membrane-bounded organelle
P32239,go_classifier,function,peptide hormone binding
P32239,go_classifier,process,pH reduction
P32239,go_classifier,process,phospholipase C-activating G protein-coupled receptor signaling pathway
P32239,go_classifier,process,positive regulation of cell population proliferation
P43681,synonym,NACRA4,
P43681,pfam,PF02931,Neur_chan_LBD
P43681,pfam,PF02932,Neur_chan_memb
P43681,go_classifier,function,acetylcholine-gated monoatomic cation-selective channel activity
P43681,go_classifier,function,ligand-gated monoatomic ion channel activity
P43681,go_classifier,process,acetylcholine receptor signaling pathway
P43681,go_classifier,process,chemical synaptic transmission
P43681,go_classifier,process,monoatomic ion transport
P43681,go_classifier,process,nervous system process
P17787,pfam,PF02931,Neur_chan_LBD
P17787,pfam,PF02932,Neur_chan_memb
P17787,go_classifier,component,membrane
P17787,go_classifier,component,plasma membrane raft
P17787,go_classifier,function,acetylcholine-gated monoatomic cation-selective channel activity
P17787,go_classifier,function,ligand-gated monoatomic ion channel activity
P17787,go_classifier,process,acetylcholine receptor signaling pathway
P17787,go_classifier,process,monoatomic ion transport
P17787,go_classifier,process,nervous system process
P17787,go_classifier,process,response to acetylcholine
P32297,synonym,NACHRA3,
P32297,pfam,PF02931,Neur_chan_LBD
P32297,pfam,PF02932,Neur_chan_memb
P32297,go_classifier,component,endoplasmic reticulum
P32297,go_classifier,component,Golgi apparatus
P32297,go_classifier,component,membrane
P32297,go_classifier,component,nuclear speck
P32297,go_classifier,component,plasma membrane raft
P32297,go_classifier,function,acetylcholine-gated monoatomic cation-selective channel activity
P32297,go_classifier,function,ligand-gated monoatomic ion channel activity
P32297,go_classifier,process,acetylcholine receptor signaling pathway
P32297,go_classifier,process,membrane depolarization
P32297,go_classifier,process,monoatomic ion transport
P32297,go_classifier,process,response to acetylcholine
P32297,go_classifier,process,response to nicotine
P30532,synonym,NACHRA5,
P30532,pfam,PF02931,Neur_chan_LBD
P30532,pfam,PF02932,Neur_chan_memb
P30532,go_classifier,component,cholinergic synapse
P30532,go_classifier,component,dopaminergic synapse
P30532,go_classifier,component,presynapse
P30532,go_classifier,function,acetylcholine-gated monoatomic cation-selective channel activity
P30532,go_classifier,function,ligand-gated monoatomic ion channel activity
P30532,go_classifier,process,acetylcholine receptor signaling pathway
P30532,go_classifier,process,chemical synaptic transmission
P30532,go_classifier,process,membrane depolarization
P30532,go_classifier,process,presynaptic modulation of chemical synaptic transmission
P30532,go_classifier,process,response to nicotine
Q15825,pfam,PF02931,Neur_chan_LBD
Q15825,pfam,PF02932,Neur_chan_memb
Q15825,go_classifier,component,dopaminergic synapse
Q15825,go_classifier,component,presynaptic membrane
Q15825,go_classifier,function,acetylcholine-gated monoatomic cation-selective channel activity
Q15825,go_classifier,process,acetylcholine receptor signaling pathway
Q15825,go_classifier,process,chemical synaptic transmission
Q15825,go_classifier,process,presynaptic modulation of chemical synaptic transmission
Q9UGM1,synonym,NACHR alpha-9,
Q9UGM1,synonym,NACHRA9,
Q9UGM1,synonym,Nicotinic acetylcholine receptor subunit alpha-9,
Q9UGM1,pfam,PF02931,Neur_chan_LBD
Q9UGM1,pfam,PF02932,Neur_chan_memb
Q9UGM1,go_classifier,component,transmembrane transporter complex
Q9UGM1,go_classifier,function,acetylcholine-gated monoatomic cation-selective channel activity
Q9UGM1,go_classifier,process,membrane depolarization
Q9UGM1,go_classifier,process,response to auditory stimulus
Q9GZZ6,synonym,NACHR alpha-10,
Q9GZZ6,synonym,NACHRA10,
Q9GZZ6,synonym,Nicotinic acetylcholine receptor subunit alpha-10,
Q9GZZ6,pfam,PF02931,Neur_chan_LBD
Q9GZZ6,pfam,PF02932,Neur_chan_memb
Q9GZZ6,go_classifier,component,cholinergic synapse
Q9GZZ6,go_classifier,component,plasma membrane
Q9GZZ6,go_classifier,component,postsynaptic specialization membrane
