interactant_id,name,organism
BE0000129,Gamma-aminobutyric acid receptor subunit rho-1,Humans
BE0004705,Sodium/nucleoside cotransporter 1,Humans
BE0004706,Equilibrative nucleoside transporter 2,Humans
BE0003578,Guanylate cyclase soluble subunit alpha-2,Humans
BE0004778,Metallothionein-1A,Humans
BE0000419,Solute carrier family 12 member 3,Humans
BE0000987,Thiopurine S-methyltransferase,Humans
BE0002010,Dihydrofolate reductase,Escherichia coli (strain K12)
BE0000637,UMP-CMP kinase,Humans
BE0004639,"Thymidine kinase 2, mitochondrial",Humans
BE0003106,Nucleoside diphosphate kinase A,Humans
BE0002443,Cytidine deaminase,Humans
BE0009677,Reverse transcriptase,HBV
BE0004650,Large ribosomal subunit protein uL16,Escherichia coli (strain K12)
BE0001544,Dr hemagglutinin structural subunit,Escherichia coli
BE0000929,Complement decay-accelerating factor,Humans
BE0001542,Chloramphenicol acetyltransferase 3,Escherichia coli
BE0001320,Chloramphenicol acetyltransferase,Pseudomonas aeruginosa (strain ATCC 15692 / PAO1 / 1C / PRS 101 / LMG 12228)
BE0001493,Chloramphenicol 3-O phosphotransferase,Streptomyces venezuelae (strain ATCC 10712 / CBS 650.69 / DSM 40230 / JCM 4526 / NBRC 13096 / PD 04745)
BE0003474,Microtubule-associated protein tau,Humans
BE0004799,16S ribosomal RNA,Enteric bacteria and other eubacteria
BE0000279,Small ribosomal subunit protein uS12,Escherichia coli (strain K12)
BE0000127,Small ribosomal subunit protein uS9,Escherichia coli (strain K12)
BE0001349,D-alanyl-D-alanine carboxypeptidase,Streptomyces sp. (strain R61)
BE0001358,Beta-lactamase,Escherichia coli (strain K12)
BE0005191,Voltage-gated delayed rectifier potassium channel KCNH1,Humans
BE0009978,Retinoic acid receptor RXR,
BE0003462,Signal transducer and activator of transcription 3,Humans
BE0010065,Apolipoproteins,Humans
BE0000866,Platelet glycoprotein IX,Humans
BE0000061,Cannabinoid receptor 1,Humans
BE0000095,Cannabinoid receptor 2,Humans
BE0000705,Cysteinyl leukotriene receptor 1,Humans
BE0004552,Cyclin-dependent kinases regulatory subunit 1,Humans
BE0004881,5-hydroxytryptamine 2 receptor,Humans
BE0027477,Calmodulin,Humans
BE0000630,Matrix protein 2,Influenza A virus (strain A/Ann Arbor/6/1960 H2N2)
BE0004755,Protein cereblon,Humans
BE0003517,Tumor necrosis factor ligand superfamily member 11,Humans
BE0003403,Cadherin-5,Humans
BE0008982,Serpin B9,Humans
BE0008981,Trefoil factor 1,Humans
BE0010959,Cadherin-11,Humans
BE0001193,3-phosphoinositide-dependent protein kinase 1,Humans
BE0004950,DNA topoisomerase 1,Staphylococcus aureus
BE0004698,Neutral alpha-glucosidase AB,Humans
BE0004699,Neutral alpha-glucosidase C,Humans
BE0008388,Beta-lactamase,Acinetobacter baumannii
BE0003478,Melanin-concentrating hormone receptor 1,Humans
BE0009758,UDP-glucuronosyltransferases (UGTs),Humans
BE0002674,Pyruvate:ferredoxin oxidoreductase,Desulfovibrio africanus
BE0004826,D-Ala-D-Ala moiety of NAM/NAG peptide subunits of peptidoglycan,Gram-positive Bacteria
BE0009144,Histamine H1 receptor,Mouse
BE0001088,Tissue-type plasminogen activator,Humans
BE0001283,Apolipoprotein(a),Humans
BE0004896,Membrane-associated progesterone receptor component 1,Humans
BE0004904,NADPH oxidase,Humans
BE0003680,UDP-glucuronosyltransferase 2B17,Humans
BE0008954,DNA-3-methyladenine glycosylase,Humans
BE0000510,Serotransferrin,Humans
BE0002833,Copper transport protein ATOX1,Humans
BE0004429,Arylamine N-acetyltransferase,Mycobacterium tuberculosis
BE0004779,Metallothionein-2,Humans
BE0003649,High affinity copper uptake protein 1,Humans
BE0003662,Protein SLC31A2,Humans
BE0003664,Copper-transporting ATPase 2,Humans
BE0003666,Copper-transporting ATPase 1,Humans
BE0004789,Tubulin beta chain,Pig roundworm
BE0001340,Tubulin alpha-1A chain,Humans
BE0001367,Tubulin beta-4B chain,Humans
BE0001487,Fumarate reductase (cytochrome),Shewanella oneidensis (strain MR-1)
BE0002128,Serine protease hepsin,Humans
BE0000970,Insulin-like growth factor-binding protein 3,Humans
BE0008996,Pregnancy-specific beta-1-glycoprotein 5,Humans
BE0009043,Cytochrome P450 26C1,Humans
BE0000782,Cellular retinoic acid-binding protein 2,Humans
BE0000508,Cellular retinoic acid-binding protein 1,Humans
BE0004670,Squalene epoxidase ERG1,Yeast
BE0000577,Squalene monooxygenase,Humans
BE0001046,Elastin,Humans
BE0003621,"Probable peptidoglycan D,D-transpeptidase PenA",Neisseria gonorrhoeae
BE0003622,"Peptidoglycan D,D-transpeptidase FtsI",Haemophilus influenzae
BE0009685,Peptidoglycan transpeptidase,
BE0004524,Disks large homolog 4,Humans
BE0001248,Endolysin,Enterobacteria phage T4
BE0002994,Arginase,Bacillus caldovelox
BE0008382,DNA gyrase subunit A,Escherichia coli (strain K12)
BE0008383,DNA topoisomerase 4 subunit A,Staphylococcus aureus
BE0008386,DNA topoisomerase 4 subunit B,Bacillus subtilis (strain 168)
BE0008387,DNA gyrase subunit A,Bacillus subtilis (strain 168)
BE0008392,Multidrug resistance protein MdtK,Escherichia coli
BE0008384,Gyrase A,Mycobacterium tuberculosis
BE0004897,Sigma receptor,Humans
BE0001391,Tubulin alpha-4A chain,Humans
BE0000960,Dihydropyrimidine dehydrogenase [NADP(+)],Humans
BE0002456,Uridine phosphorylase 1,Humans
BE0002457,Uridine phosphorylase 2,Humans
BE0004473,Uridine 5'-monophosphate synthase,Humans
BE0000474,Thioredoxin reductase,Staphylococcus aureus (strain Mu50 / ATCC 700699)
BE0009587,Polyprenal reductase,Humans
BE0003610,Aldo-keto reductase family 1 member D1,Humans
BE0000585,3-oxo-5-alpha-steroid 4-dehydrogenase 2,Humans
BE0000498,DNA polymerase I,Escherichia coli (strain K12)
BE0009854,Type I iodothyronine deiodinase,Humans
BE0000334,Urease subunit alpha,Enterobacter aerogenes
BE0009609,Voltage-dependent R-type calcium channel subunit alpha-1E,Humans
BE0004661,Acetylcholine receptor subunit alpha,Humans
BE0000057,Neuraminidase,Influenza A virus (strain A/Bangkok/1/1979 H3N2)
BE0003527,Neuraminidase,Influenza B virus (strain B/Beijing/1/1987)
BE0000043,Endothelin receptor type B,Humans
BE0000521,Endothelin-1 receptor,Humans
BE0003709,Small ribosomal subunit protein uS13,Escherichia coli (strain K12)
BE0003708,Small ribosomal subunit protein uS14,Escherichia coli (strain K12)
BE0003710,Small ribosomal subunit protein uS19,Escherichia coli (strain K12)
BE0003582,Potassium channel subfamily K member 3,Humans
BE0003583,Potassium channel subfamily K member 9,Humans
BE0009965,Carbonic anhydrase,Humans
BE0001653,Carbonic anhydrase 12,Humans
BE0003559,"6-phosphogluconate dehydrogenase, decarboxylating",Humans
BE0010185,Carboxypeptidase G2,Pseudomonas sp. (strain RS-16)
BE0004808,Lead,Humans
BE0004814,Mercury,Humans
BE0004802,Cadmium,Humans
BE0004813,Arsenic,Humans
BE0003711,Tubulin delta chain,Humans
BE0003713,Tubulin gamma-1 chain,Humans
BE0003712,Tubulin epsilon chain,Humans
BE0003400,Tubulin beta-2A chain,Humans
BE0001002,Amine oxidase [copper-containing] 3,Humans
BE0002351,Guanylate kinase,Humans
BE0004840,Penicillin-binding protein,Gram positive and gram negative bacteria
BE0000116,Evolved beta-galactosidase subunit alpha,Escherichia coli (strain K12)
BE0017721,"Carnitine O-palmitoyltransferase 1, muscle isoform",Humans
BE0000406,"Carnitine O-palmitoyltransferase 1, liver isoform",Humans
BE0000496,Carnitine O-acetyltransferase,Humans
BE0000097,Mitochondrial basic amino acids transporter,Humans
BE0000579,Mitochondrial carnitine/acylcarnitine carrier protein,Humans
BE0000373,Peroxisomal carnitine O-octanoyltransferase,Humans
BE0000179,"Carnitine O-palmitoyltransferase 2, mitochondrial",Humans
BE0003669,Solute carrier family 22 member 16,Humans
BE0000353,Acid-sensing ion channel 1,Humans
BE0001170,Annexin A2,Humans
BE0003201,Annexin A3,Humans
BE0008969,Annexin A4,Humans
BE0004149,Annexin A5,Humans
BE0000351,Diamine oxidase [copper-containing],Humans
BE0000678,Acid-sensing ion channel 2,Humans
BE0000752,Sodium/hydrogen exchanger 1,Humans
BE0004667,Diamine oxidase [copper-containing],Pig
BE0027480,Glutamate-gated chloride channel subunit beta,Caenorhabditis elegans
BE0027481,Glutamate-gated chloride channel alpha,Caenorhabditis elegans
BE0009555,Glutamate-gated chloride channel,Onchocerca volvulus
BE0004760,Cytochrome P450 3A1,Rat
BE0001062,Mitogen-activated protein kinase 3,Humans
BE0004353,Aldo-keto reductase family 1 member B10,Humans
BE0000229,Sodium/potassium-transporting ATPase subunit gamma,Humans
BE0009094,Secreted frizzled-related protein 4,Humans
BE0015068,Atypical chemokine receptor 1,Humans
BE0001171,Toll-like receptor 9,Humans
BE0002659,Glutathione S-transferase,Plasmodium falciparum
BE0003428,High mobility group protein B1,Humans
BE0000982,Angiotensin-converting enzyme 2,Humans
BE0010121,Nuclear factor erythroid 2-related factor 2,Humans
BE0000466,Catalase-peroxidase,Mycobacterium tuberculosis
BE0002436,Histamine N-methyltransferase,Humans
BE0000461,DNA-directed RNA polymerase subunit alpha,Escherichia coli (strain K12)
BE0000257,DNA-directed RNA polymerase subunit beta,Escherichia coli (strain K12)
BE0003707,DNA-directed RNA polymerase subunit beta',Escherichia coli (strain K12)
BE0001120,Heat shock protein HSP 90-alpha,Humans
BE0001165,Endoplasmin,Humans
BE0000266,Neprilysin,Humans
BE0004743,Breakpoint cluster region protein,Humans
BE0000853,Macrophage colony-stimulating factor 1 receptor,Humans
BE0001124,Epithelial discoidin domain-containing receptor 1,Humans
BE0004741,Discoidin domain-containing receptor 2,Humans
BE0003511,Induced myeloid leukemia cell differentiation protein Mcl-1,Humans
BE0003671,Phospholipid-transporting ATPase ABCA3,Humans
BE0003565,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1A",Humans
BE0003323,"Dual specificity calcium/calmodulin-dependent 3',5'-cyclic nucleotide phosphodiesterase 1B",Humans
BE0003550,Cytochrome P450 3A43,Humans
BE0004829,C55-isoprenyl pyrophosphate,Gram positive and gram negative bacteria
BE0009705,Bacitracin transport ATP-binding protein BcrA,Bacillus licheniformis
BE0009706,Bacitracin transport permease protein BCRB,Bacillus licheniformis
BE0009707,Bacitracin transport permease protein BcrC,Bacillus licheniformis
BE0000836,Hydroxycarboxylic acid receptor 3,Humans
BE0000526,Nicotinate-nucleotide pyrophosphorylase [carboxylating],Humans
BE0000783,Nicotinamide N-methyltransferase,Humans
BE0008719,Diacylglycerol O-acyltransferase 2,Humans
BE0000980,Tyrosine-protein phosphatase non-receptor type 4,Humans
BE0003567,Receptor-type tyrosine-protein phosphatase S,Humans
BE0003568,Receptor-type tyrosine-protein phosphatase epsilon,Humans
BE0003569,V-type proton ATPase catalytic subunit A,Humans
BE0000594,Envelope glycoprotein GP350,HHV-4
BE0000712,Envelope glycoprotein GP340,HHV-4
BE0004657,Dihydropteroate synthase type-1,Escherichia coli
BE0004658,Folic acid synthesis protein FOL1,Baker's yeast
BE0000239,Lipoprotein lipase,Humans
BE0002352,beta-fructofuranosidase,Paenibacillus macerans
BE0001262,Adenylate kinase isoenzyme 1,Humans
BE0003281,Nucleoside diphosphate kinase B,Humans
BE0010035,Equilibrative nucleoside transporter 3,Humans
BE0004781,Sodium/nucleoside cotransporter 2,Humans
BE0001095,Gap junction alpha-1 protein,Humans
BE0004712,Cocaine esterase,Humans
BE0000882,Trifunctional purine biosynthetic protein adenosine-3,Humans
BE0000472,Putative gonadotropin-releasing hormone II receptor,Humans
BE0000242,"Adrenodoxin, mitochondrial",Humans
BE0002353,"3',5'-cyclic-AMP phosphodiesterase 4C",Humans
BE0009756,Corneal esterases,Humans
BE0001192,Metabotropic glutamate receptor 5,Humans
BE0000356,Voltage-dependent P/Q-type calcium channel subunit alpha-1A,Humans
BE0009591,ATP-sensitive inward rectifier potassium channel 10,Humans
BE0010000,Muscle nicotinic acetylcholine receptor,Humans
BE0004895,Protein kinase C,Humans
BE0004877,"3-beta-hydroxysteroid-Delta(8),Delta(7)-isomerase",Humans
BE0003790,Mitogen-activated protein kinase 8,Humans
BE0000886,Sulfotransferase 2A1,Humans
BE0000951,Sulfotransferase 1E1,Humans
BE0014016,Hormone-sensitive lipase,Humans
BE0004782,Solute carrier family 22 member 12,Humans
BE0004783,"Solute carrier family 2, facilitated glucose transporter member 9",Humans
BE0004833,Bacterial outer membrane,Bacteria
BE0000689,Fibroblast growth factor 1,Humans
BE0000326,Fibroblast growth factor 4,Humans
BE0004520,6-pyruvoyl tetrahydrobiopterin synthase,Humans
BE0009693,Carboxylic ester hydrolase,Humans
BE0003837,Immunoglobulin kappa variable 2-30,Humans
BE0004771,Carbonyl reductase [NADPH] 3,Humans
BE0005562,G-protein coupled receptor 35,Humans
BE0003580,Nischarin,Humans
BE0002361,Probable pyruvate-flavodoxin oxidoreductase,Escherichia coli (strain K12)
BE0000621,Oxygen-insensitive NADPH nitroreductase,Escherichia coli (strain K12)
BE0000158,Small ribosomal subunit protein uS10,Escherichia coli (strain K12)
BE0000555,Protein P,HBV-F
BE0004454,Phosphoglycerate kinase 1,Humans
BE0004773,Ethanolamine-phosphate cytidylyltransferase,Humans
BE0004774,"5'(3')-deoxyribonucleotidase, cytosolic type",Humans
BE0008389,Penicillin-binding protein 2,Staphylococcus aureus
BE0009673,Sulfotransferase 1A2,Humans
BE0002561,Sulfotransferase 1B1,Humans
BE0000099,Cysteinyl leukotriene receptor 2,Humans
BE0000995,N-formyl peptide receptor 1,Humans
BE0004887,3-oxo-5-alpha-steroid 4-dehydrogenase,Humans
BE0000709,ADP/ATP translocase 2,Humans
BE0000624,ADP/ATP translocase 3,Humans
BE0004906,Calcium-activated potassium channel,Humans
BE0009743,60 kDa lysophospholipase,Humans
BE0000892,DNA (cytosine-5)-methyltransferase 1,Humans
BE0009880,DNA (cytosine-5)-methyltransferase 3A,Humans
BE0000155,Toll-like receptor 7,Humans
BE0003518,Toll-like receptor 8,Humans
BE0000548,Fumarate reductase flavoprotein subunit,Escherichia coli (strain K12)
BE0003736,Tryptase alpha/beta-1,Humans
BE0002517,tRNA (cytosine(38)-C(5))-methyltransferase,Humans
BE0002615,Mannitol dehydrogenase,Pseudomonas fluorescens
BE0004807,Iron,Humans
BE0004818,Aluminum,Humans
BE0003392,Amyloid-beta precursor protein,Humans
BE0000484,"ATP synthase F(1) complex subunit delta, mitochondrial",Humans
BE0000653,Retinoic acid receptor responder protein 1,Humans
BE0000697,Retinoic acid-induced protein 3,Humans
BE0005828,Lipocalin-1,Humans
BE0005829,Odorant-binding protein 2a,Humans
BE0004284,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial",Humans
BE0002477,Carcinoembryonic antigen,Humans
BE0000114,Quinone-dependent D-lactate dehydrogenase,Escherichia coli (strain K12)
BE0002252,"Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial",Humans
BE0004653,Small ribosomal subunit protein uS7,Escherichia coli (strain K12)
BE0004651,Small ribosomal subunit protein uS3,Escherichia coli (strain K12)
BE0004652,Small ribosomal subunit protein uS8,Escherichia coli (strain K12)
BE0001105,Major prion protein,Humans
BE0001274,Beta-lactamase OXA-10,Pseudomonas aeruginosa
BE0000047,Solute carrier family 12 member 5,Humans
BE0000140,Solute carrier family 12 member 6,Humans
BE0000276,Solute carrier family 12 member 7,Humans
BE0000601,Solute carrier family 12 member 4,Humans
BE0000091,"DNA topoisomerase I, mitochondrial",Humans
BE0000971,DNA topoisomerase 1,Humans
BE0010086,Human Carboxylesterases,Humans
BE0009711,Bacterial beta-lactamase enzymes,
BE0000302,Beta-lactamase,Staphylococcus aureus
BE0004754,Sodium/glucose cotransporter 1,Humans
BE0000968,Histamine H3 receptor,Humans
BE0001090,Protein S100-A1,Humans
BE0001206,Protein S100-A12,Humans
BE0001177,Protein S100-B,Humans
BE0000885,Protein S100-A13,Humans
BE0003602,Protein S100-A2,Humans
BE0002375,Prostaglandin E2 receptor EP3 subtype,Humans
BE0003522,Prostaglandin E2 receptor EP4 subtype,Humans
BE0000759,Thromboxane A2 receptor,Humans
BE0000743,Large ribosomal subunit protein uL10,Shigella flexneri
BE0027584,Aerobic bacterial DNA,
BE0000799,DNA gyrase subunit B,Escherichia coli (strain K12)
BE0003446,G-protein coupled estrogen receptor 1,Humans
BE0009014,ATP synthase F(0) complex subunit a,Humans
BE0009015,Beclin-1,Humans
BE0003591,"Fatty acid-binding protein, intestinal",Humans
BE0000642,72 kDa type IV collagenase,Humans
BE0000966,Collagenase 3,Humans
BE0009742,Matrix metalloproteinase-25,Humans
BE0000633,DNA polymerase catalytic subunit,HHV-3
BE0009686,Pyruvate Kinases,Humans
BE0009688,Phosphoglycerate Kinases,Humans
BE0009689,Succinyl-CoA Synthetases,Humans
BE0009690,Phosphoenolpyruvate Carboxykinases,Humans
BE0000683,Pancreatic triacylglycerol lipase,Humans
BE0004038,Peptostreptococcal albumin-binding protein,Peptostreptococcus magnus
BE0009808,Transient receptor potential cation channel subfamily M member 3,Humans
BE0000069,"Acetyl-CoA acetyltransferase, mitochondrial",Humans
BE0010782,Proto-oncogene c-Rel,Humans
BE0013795,Transcription factor RelB,Humans
BE0005551,Transcription factor p65,Humans
BE0001086,Nuclear factor NF-kappa-B p105 subunit,Humans
BE0002387,Nuclear factor NF-kappa-B p100 subunit,Humans
BE0001601,NH(3)-dependent NAD(+) synthetase,Bacillus subtilis (strain 168)
BE0009788,Phosphodiesterase enzymes,Humans
BE0000672,Potassium voltage-gated channel subfamily KQT member 1,Humans
BE0010007,Erythrocyte,Humans
BE0000681,RNA-directed RNA polymerase L,HPIV-2
BE0001261,Genome polyprotein,DENV-2
BE0000282,RNA-directed RNA polymerase catalytic subunit,Influenza A virus (strain A/Beijing/11/1956 H1N1)
BE0000117,Prostacyclin synthase,Humans
BE0009848,Human vesicular glutamate transporters,Humans
BE0000798,DNA topoisomerase 4 subunit A,Escherichia coli (strain K12)
BE0000880,Aquaporin-1,Humans
BE0003558,"Dual 3',5'-cyclic-AMP and -GMP phosphodiesterase 11A",Humans
BE0001186,Transient receptor potential cation channel subfamily M member 8,Humans
BE0001122,Transient receptor potential cation channel subfamily A member 1,Humans
BE0003416,Transient receptor potential cation channel subfamily V member 3,Humans
BE0000468,UDP-N-acetylglucosamine 1-carboxyvinyltransferase,Escherichia coli (strain K12)
BE0008706,Calmodulin-3,Humans
BE0008705,Calmodulin-2,Humans
BE0012563,Calmodulin-1,Humans
BE0001024,"Troponin C, slow skeletal and cardiac muscles",Humans
BE0004350,Protein S100-A4,Humans
BE0000947,Pro-opiomelanocortin,Humans
BE0008670,"Sulfonylurea receptor 1, Kir6.2",Humans
BE0004952,Tumor necrosis factor-inducible gene 6 protein,Humans
BE0001051,Interleukin-1 beta,Humans
BE0004903,Nuclear factor NF-kappa-B,Humans
BE0004716,Potassium voltage-gated channel subfamily A member 3,Humans
BE0001070,Somatostatin,Humans
BE0004827,Cystine,Humans
BE0002419,Neuropeptide Y receptor type 2,Humans
BE0000896,"Alkaline phosphatase, germ cell type",Humans
